month,intercept,slope,rsquared
1,0.0140186091825562,1.0007889572009,1
2,0.0190776404693453,1.00051038132113,1
3,0.0197595386476278,1.00026207617298,1
4,0.0116390879715776,1.00105325944443,1
5,0.0155517838024507,1.00069616572254,1
6,0.0146193522637367,1.00066713164189,1
7,0.0150529629186257,1.00078093771716,1
8,0.0163149190153795,1.00073039801816,1
9,0.0182620302926746,1.0005055782453,1
10,0.0132300852967677,1.00095910258563,1
11,0.00951409314130386,1.00107516666146,1
12,0.0148759803981094,1.00055393265425,1
